"year","borough","neighborhood_u_h_f","sex","race_ethnicity","total_number_of_hiv_diagnoses","hiv_diagnoses_per_100_000_population","total_number_of_concurrent_hiv_aids_diagnoses","proportion_of_concurrent_hiv_aids_diagnoses_among_all_hiv_diagnoses","total_number_of_aids_diagnoses","aids_diagnoses_per_100_000_population","uhf_label"
2020,"Brooklyn","Bensonhurst - Bay
Ridge","Male","White",3,6.6,0,0,2,4.4,209
2020,"Brooklyn","Borough Park","All","All",14,5.2,4,28.6,12,4.5,206
2020,"Brooklyn","Borough Park","All","Asian/Pacific
Islander",3,4.6,0,0,2,3,206
2020,"Brooklyn","Borough Park","All","Black",1,7.8,0,0,2,15.7,206
2020,"Brooklyn","Borough Park","All","Latino/Hispanic",6,17.5,4,66.7,5,14.6,206
2020,"Brooklyn","Borough Park","All","Other/Unknown",0,0,0,NA,0,0,206
2020,"Brooklyn","Borough Park","All","White",4,2.6,0,0,3,2,206
2020,"Brooklyn","Borough Park","Female","All",0,0,0,NA,3,2.2,206
2020,"Brooklyn","Borough Park","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,206
2020,"Brooklyn","Borough Park","Female","Black",0,0,0,NA,2,28.7,206
2020,"Brooklyn","Borough Park","Female","Latino/Hispanic",0,0,0,NA,0,0,206
2020,"Brooklyn","Borough Park","Female","Other/Unknown",0,0,0,NA,0,0,206
2020,"Brooklyn","Borough Park","Female","White",0,0,0,NA,1,1.3,206
2020,"Brooklyn","Borough Park","Male","All",14,10.7,4,28.6,9,6.8,206
2020,"Brooklyn","Borough Park","Male","Asian/Pacific
Islander",3,9.2,0,0,2,6.1,206
2020,"Brooklyn","Borough Park","Male","Black",1,17.3,0,0,0,0,206
2020,"Brooklyn","Borough Park","Male","Latino/Hispanic",6,33.6,4,66.7,5,28,206
2020,"Brooklyn","Borough Park","Male","Other/Unknown",0,0,0,NA,0,0,206
2020,"Brooklyn","Borough Park","Male","White",4,5.5,0,0,2,2.7,206
2020,"Brooklyn","Canarsie - Flatlands","All","All",26,14.4,7,26.9,20,11.1,208
2020,"Brooklyn","Canarsie - Flatlands","All","Asian/Pacific
Islander",0,0,0,NA,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","All","Black",22,18.9,7,31.8,17,14.6,208
2020,"Brooklyn","Canarsie - Flatlands","All","Latino/Hispanic",2,11.8,0,0,3,17.6,208
2020,"Brooklyn","Canarsie - Flatlands","All","Other/Unknown",0,0,0,NA,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","All","White",2,5.7,0,0,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","Female","All",10,9.9,1,10,4,4,208
2020,"Brooklyn","Canarsie - Flatlands","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","Female","Black",7,10.5,1,14.3,4,6,208
2020,"Brooklyn","Canarsie - Flatlands","Female","Latino/Hispanic",2,20.8,0,0,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","Female","Other/Unknown",0,0,0,NA,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","Female","White",1,5.4,0,0,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","Male","All",16,20.1,6,37.5,16,20.1,208
2020,"Brooklyn","Canarsie - Flatlands","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","Male","Black",15,30.2,6,40,13,26.2,208
2020,"Brooklyn","Canarsie - Flatlands","Male","Latino/Hispanic",0,0,0,NA,3,40.7,208
2020,"Brooklyn","Canarsie - Flatlands","Male","Other/Unknown",0,0,0,NA,0,0,208
2020,"Brooklyn","Canarsie - Flatlands","Male","White",1,5.9,0,0,0,0,208
2020,"Brooklyn","Coney Island -
Sheepshead Bay","All","All",18,7,7,38.9,14,5.4,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","All","Asian/Pacific
Islander",0,0,0,NA,1,2.1,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","All","Black",4,24.5,2,50,5,30.6,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","All","Latino/Hispanic",5,17.3,1,20,2,6.9,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","All","Other/Unknown",0,0,0,NA,0,0,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","All","White",9,5.7,4,44.4,6,3.8,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Female","All",2,1.5,1,50,4,2.9,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Female","Asian/Pacific
Islander",0,0,0,NA,1,4,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Female","Black",0,0,0,NA,1,10.2,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Female","Latino/Hispanic",1,6.7,0,0,0,0,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Female","Other/Unknown",0,0,0,NA,0,0,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Female","White",1,1.2,1,100,2,2.4,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Male","All",16,13.2,6,37.5,10,8.3,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Male","Black",4,61.6,2,50,4,61.6,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Male","Latino/Hispanic",4,28.5,1,25,2,14.2,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Male","Other/Unknown",0,0,0,NA,0,0,210
2020,"Brooklyn","Coney Island -
Sheepshead Bay","Male","White",8,10.8,3,37.5,4,5.4,210
2020,"Brooklyn","Downtown - Heights -
Park Slope","All","All",32,13.6,7,21.9,14,5.9,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","All","Asian/Pacific
Islander",1,4.1,0,0,1,4.1,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","All","Black",13,40,4,30.8,8,24.6,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","All","Latino/Hispanic",6,17.2,2,33.3,4,11.5,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","All","Other/Unknown",0,0,0,NA,0,0,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","All","White",12,8.7,1,8.3,1,0.7,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Female","All",8,6.3,3,37.5,7,5.6,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Female","Asian/Pacific
Islander",0,0,0,NA,1,6.8,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Female","Black",6,31.8,3,50,5,26.5,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Female","Latino/Hispanic",0,0,0,NA,1,5.4,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Female","Other/Unknown",0,0,0,NA,0,0,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Female","White",2,2.8,0,0,0,0,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Male","All",24,21.9,4,16.7,7,6.4,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Male","Asian/Pacific
Islander",1,10.1,0,0,0,0,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Male","Black",7,51.4,1,14.3,3,22,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Male","Latino/Hispanic",6,36.7,2,33.3,3,18.4,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Male","Other/Unknown",0,0,0,NA,0,0,202
2020,"Brooklyn","Downtown - Heights -
Park Slope","Male","White",10,14.8,1,10,1,1.5,202
2020,"Brooklyn","East Flatbush -
Flatbush","All","All",76,29.2,19,25,46,17.7,207
2020,"Brooklyn","East Flatbush -
Flatbush","All","Asian/Pacific
Islander",0,0,0,NA,0,0,207
2020,"Brooklyn","East Flatbush -
Flatbush","All","Black",62,35.2,16,25.8,36,20.4,207
2020,"Brooklyn","East Flatbush -
Flatbush","All","Latino/Hispanic",11,41.4,2,18.2,9,33.9,207
2020,"Brooklyn","East Flatbush -
Flatbush","All","Other/Unknown",1,19.5,0,0,0,0,207
2020,"Brooklyn","East Flatbush -
Flatbush","All","White",2,4.6,1,50,1,2.3,207
2020,"Brooklyn","East Flatbush -
Flatbush","Female","All",23,16.1,6,26.1,13,9.1,207
2020,"Brooklyn","East Flatbush -
Flatbush","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,207
2020,"Brooklyn","East Flatbush -
Flatbush","Female","Black",19,19.1,6,31.6,11,11.1,207
2020,"Brooklyn","East Flatbush -
Flatbush","Female","Latino/Hispanic",3,21.2,0,0,2,14.1,207
2020,"Brooklyn","East Flatbush -
Flatbush","Female","Other/Unknown",1,34,0,0,0,0,207
2020,"Brooklyn","East Flatbush -
Flatbush","Female","White",0,0,0,NA,0,0,207
2020,"Brooklyn","East Flatbush -
Flatbush","Male","All",53,45.3,13,24.5,33,28.2,207
2020,"Brooklyn","East Flatbush -
Flatbush","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,207
2020,"Brooklyn","East Flatbush -
Flatbush","Male","Black",43,56,10,23.3,25,32.6,207
2020,"Brooklyn","East Flatbush -
Flatbush","Male","Latino/Hispanic",8,64.4,2,25,7,56.3,207
2020,"Brooklyn","East Flatbush -
Flatbush","Male","Other/Unknown",0,0,0,NA,0,0,207
2020,"Brooklyn","East Flatbush -
Flatbush","Male","White",2,9.2,1,50,1,4.6,207
2020,"Brooklyn","East New York","All","All",63,38.1,6,9.5,25,15.1,204
2020,"Brooklyn","East New York","All","Asian/Pacific
Islander",1,11.4,0,0,0,0,204
2020,"Brooklyn","East New York","All","Black",45,51.1,5,11.1,16,18.2,204
2020,"Brooklyn","East New York","All","Latino/Hispanic",17,28.6,1,5.9,9,15.1,204
2020,"Brooklyn","East New York","All","Other/Unknown",0,0,0,NA,0,0,204
2020,"Brooklyn","East New York","All","White",0,0,0,NA,0,0,204
2020,"Brooklyn","East New York","Female","All",14,15.5,1,7.1,7,7.8,204
2020,"Brooklyn","East New York","Female","Asian/Pacific
Islander",1,22.8,0,0,0,0,204
2020,"Brooklyn","East New York","Female","Black",11,22.2,1,9.1,6,12.1,204
2020,"Brooklyn","East New York","Female","Latino/Hispanic",2,6.4,0,0,1,3.2,204
2020,"Brooklyn","East New York","Female","Other/Unknown",0,0,0,NA,0,0,204
2020,"Brooklyn","East New York","Female","White",0,0,0,NA,0,0,204
2020,"Brooklyn","East New York","Male","All",49,65.1,5,10.2,18,23.9,204
2020,"Brooklyn","East New York","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,204
2020,"Brooklyn","East New York","Male","Black",34,88.4,4,11.8,10,26,204
2020,"Brooklyn","East New York","Male","Latino/Hispanic",15,53.7,1,6.7,8,28.6,204
2020,"Brooklyn","East New York","Male","Other/Unknown",0,0,0,NA,0,0,204
2020,"Brooklyn","East New York","Male","White",0,0,0,NA,0,0,204
2020,"Brooklyn","Greenpoint","All","All",11,8.9,2,18.2,4,3.2,201
2020,"Brooklyn","Greenpoint","All","Asian/Pacific
Islander",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","All","Black",5,100.5,1,20,2,40.2,201
2020,"Brooklyn","Greenpoint","All","Latino/Hispanic",3,10.7,1,33.3,2,7.2,201
2020,"Brooklyn","Greenpoint","All","Other/Unknown",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","All","White",3,3.8,0,0,0,0,201
2020,"Brooklyn","Greenpoint","Female","All",2,3.2,0,0,0,0,201
2020,"Brooklyn","Greenpoint","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","Female","Black",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","Female","Latino/Hispanic",2,13.6,0,0,0,0,201
2020,"Brooklyn","Greenpoint","Female","Other/Unknown",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","Female","White",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","Male","All",9,14.8,2,22.2,4,6.6,201
2020,"Brooklyn","Greenpoint","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","Male","Black",5,205.8,1,20,2,82.3,201
2020,"Brooklyn","Greenpoint","Male","Latino/Hispanic",1,7.6,1,100,2,15.2,201
2020,"Brooklyn","Greenpoint","Male","Other/Unknown",0,0,0,NA,0,0,201
2020,"Brooklyn","Greenpoint","Male","White",3,7.5,0,0,0,0,201
2020,"Brooklyn","Sunset Park","All","All",8,7.8,2,25,3,2.9,205
2020,"Brooklyn","Sunset Park","All","Asian/Pacific
Islander",1,2.8,0,0,0,0,205
2020,"Brooklyn","Sunset Park","All","Black",1,29.2,0,0,0,0,205
2020,"Brooklyn","Sunset Park","All","Latino/Hispanic",6,14,2,33.3,2,4.7,205
2020,"Brooklyn","Sunset Park","All","Other/Unknown",0,0,0,NA,0,0,205
2020,"Brooklyn","Sunset Park","All","White",0,0,0,NA,1,5.3,205
2020,"Brooklyn","Sunset Park","Female","All",3,6,2,66.7,2,4,205
2020,"Brooklyn","Sunset Park","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,205
2020,"Brooklyn","Sunset Park","Female","Black",0,0,0,NA,0,0,205
2020,"Brooklyn","Sunset Park","Female","Latino/Hispanic",3,14.8,2,66.7,2,9.9,205
2020,"Brooklyn","Sunset Park","Female","Other/Unknown",0,0,0,NA,0,0,205
2020,"Brooklyn","Sunset Park","Female","White",0,0,0,NA,0,0,205
2020,"Brooklyn","Sunset Park","Male","All",5,9.5,0,0,1,1.9,205
2020,"Brooklyn","Sunset Park","Male","Asian/Pacific
Islander",1,5.7,0,0,0,0,205
2020,"Brooklyn","Sunset Park","Male","Black",1,49.3,0,0,0,0,205
2020,"Brooklyn","Sunset Park","Male","Latino/Hispanic",3,13.3,0,0,0,0,205
2020,"Brooklyn","Sunset Park","Male","Other/Unknown",0,0,0,NA,0,0,205
2020,"Brooklyn","Sunset Park","Male","White",0,0,0,NA,1,10.4,205
2020,"Brooklyn","Williamsburg -
Bushwick","All","All",58,30.6,16,27.6,39,20.6,211
2020,"Brooklyn","Williamsburg -
Bushwick","All","Asian/Pacific
Islander",2,16.9,1,50,2,16.9,211
2020,"Brooklyn","Williamsburg -
Bushwick","All","Black",26,52.9,5,19.2,19,38.7,211
2020,"Brooklyn","Williamsburg -
Bushwick","All","Latino/Hispanic",18,23.4,5,27.8,11,14.3,211
2020,"Brooklyn","Williamsburg -
Bushwick","All","Other/Unknown",0,0,0,NA,0,0,211
2020,"Brooklyn","Williamsburg -
Bushwick","All","White",12,24.7,5,41.7,7,14.4,211
2020,"Brooklyn","Williamsburg -
Bushwick","Female","All",10,10.3,5,50,10,10.3,211
2020,"Brooklyn","Williamsburg -
Bushwick","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,211
2020,"Brooklyn","Williamsburg -
Bushwick","Female","Black",8,29.6,4,50,7,25.9,211
2020,"Brooklyn","Williamsburg -
Bushwick","Female","Latino/Hispanic",2,5,1,50,2,5,211
2020,"Brooklyn","Williamsburg -
Bushwick","Female","Other/Unknown",0,0,0,NA,0,0,211
2020,"Brooklyn","Williamsburg -
Bushwick","Female","White",0,0,0,NA,1,4.5,211
2020,"Brooklyn","Williamsburg -
Bushwick","Male","All",48,52,11,22.9,29,31.4,211
2020,"Brooklyn","Williamsburg -
Bushwick","Male","Asian/Pacific
Islander",2,37,1,50,2,37,211
2020,"Brooklyn","Williamsburg -
Bushwick","Male","Black",18,81.4,1,5.6,12,54.2,211
2020,"Brooklyn","Williamsburg -
Bushwick","Male","Latino/Hispanic",16,43.2,4,25,9,24.3,211
2020,"Brooklyn","Williamsburg -
Bushwick","Male","Other/Unknown",0,0,0,NA,0,0,211
2020,"Brooklyn","Williamsburg -
Bushwick","Male","White",12,45.5,5,41.7,6,22.7,211
2020,"Manhattan","Central Harlem -
Morningside Heights","All","All",56,34.8,7,12.5,38,23.6,302
2020,"Manhattan","Central Harlem -
Morningside Heights","All","Asian/Pacific
Islander",1,9.7,0,0,0,0,302
2020,"Manhattan","Central Harlem -
Morningside Heights","All","Black",39,49.9,5,12.8,30,38.4,302
2020,"Manhattan","Central Harlem -
Morningside Heights","All","Latino/Hispanic",12,31.2,2,16.7,5,13,302
2020,"Manhattan","Central Harlem -
Morningside Heights","All","Other/Unknown",0,0,0,NA,0,0,302
2020,"Manhattan","Central Harlem -
Morningside Heights","All","White",4,13.2,0,0,3,9.9,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Female","All",9,10.4,0,0,8,9.2,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Female","Black",7,16.4,0,0,7,16.4,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Female","Latino/Hispanic",1,4.8,0,0,1,4.8,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Female","Other/Unknown",0,0,0,NA,0,0,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Female","White",1,6.6,0,0,0,0,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Male","All",47,63.3,7,14.9,30,40.4,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Male","Asian/Pacific
Islander",1,22.6,0,0,0,0,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Male","Black",32,90.2,5,15.6,23,64.8,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Male","Latino/Hispanic",11,62.3,2,18.2,4,22.6,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Male","Other/Unknown",0,0,0,NA,0,0,302
2020,"Manhattan","Central Harlem -
Morningside Heights","Male","White",3,19.9,0,0,3,19.9,302
2020,"Manhattan","Chelsea - Clinton","All","All",51,33.4,9,17.6,43,28.2,306
2020,"Manhattan","Chelsea - Clinton","All","Asian/Pacific
Islander",1,3.9,1,100,2,7.7,306
2020,"Manhattan","Chelsea - Clinton","All","Black",16,225,4,25,9,126.5,306
2020,"Manhattan","Chelsea - Clinton","All","Latino/Hispanic",20,86,2,10,14,60.2,306
2020,"Manhattan","Chelsea - Clinton","All","Other/Unknown",0,0,0,NA,2,58.9,306
2020,"Manhattan","Chelsea - Clinton","All","White",14,15.1,2,14.3,16,17.2,306
2020,"Manhattan","Chelsea - Clinton","Female","All",1,1.4,0,0,3,4.1,306
2020,"Manhattan","Chelsea - Clinton","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,306
2020,"Manhattan","Chelsea - Clinton","Female","Black",1,31.1,0,0,1,31.1,306
2020,"Manhattan","Chelsea - Clinton","Female","Latino/Hispanic",0,0,0,NA,2,17.8,306
2020,"Manhattan","Chelsea - Clinton","Female","Other/Unknown",0,0,0,NA,0,0,306
2020,"Manhattan","Chelsea - Clinton","Female","White",0,0,0,NA,0,0,306
2020,"Manhattan","Chelsea - Clinton","Male","All",50,63.3,9,18,40,50.6,306
2020,"Manhattan","Chelsea - Clinton","Male","Asian/Pacific
Islander",1,8.6,1,100,2,17.1,306
2020,"Manhattan","Chelsea - Clinton","Male","Black",15,385.2,4,26.7,8,205.4,306
2020,"Manhattan","Chelsea - Clinton","Male","Latino/Hispanic",20,166.7,2,10,12,100,306
2020,"Manhattan","Chelsea - Clinton","Male","Other/Unknown",0,0,0,NA,2,121,306
2020,"Manhattan","Chelsea - Clinton","Male","White",14,28.1,2,14.3,16,32.2,306
2020,"Manhattan","East Harlem","All","All",32,32.4,6,18.8,19,19.3,303
2020,"Manhattan","East Harlem","All","Asian/Pacific
Islander",0,0,0,NA,2,20.8,303
2020,"Manhattan","East Harlem","All","Black",16,54.6,1,6.3,8,27.3,303
2020,"Manhattan","East Harlem","All","Latino/Hispanic",16,37.1,5,31.3,8,18.6,303
2020,"Manhattan","East Harlem","All","Other/Unknown",0,0,0,NA,0,0,303
2020,"Manhattan","East Harlem","All","White",0,0,0,NA,1,6.5,303
2020,"Manhattan","East Harlem","Female","All",8,15.4,2,25,10,19.2,303
2020,"Manhattan","East Harlem","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,303
2020,"Manhattan","East Harlem","Female","Black",4,24.9,0,0,5,31.1,303
2020,"Manhattan","East Harlem","Female","Latino/Hispanic",4,17.8,2,50,4,17.8,303
2020,"Manhattan","East Harlem","Female","Other/Unknown",0,0,0,NA,0,0,303
2020,"Manhattan","East Harlem","Female","White",0,0,0,NA,1,13.2,303
2020,"Manhattan","East Harlem","Male","All",24,51.6,4,16.7,9,19.3,303
2020,"Manhattan","East Harlem","Male","Asian/Pacific
Islander",0,0,0,NA,2,45.5,303
2020,"Manhattan","East Harlem","Male","Black",12,90.8,1,8.3,3,22.7,303
2020,"Manhattan","East Harlem","Male","Latino/Hispanic",12,58.4,3,25,4,19.5,303
2020,"Manhattan","East Harlem","Male","Other/Unknown",0,0,0,NA,0,0,303
2020,"Manhattan","East Harlem","Male","White",0,0,0,NA,0,0,303
2020,"Manhattan","Gramercy Park -
Murray Hill","All","All",15,11.5,0,0,9,6.9,307
2020,"Manhattan","Gramercy Park -
Murray Hill","All","Asian/Pacific
Islander",1,4.7,0,0,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","All","Black",2,34.3,0,0,4,68.5,307
2020,"Manhattan","Gramercy Park -
Murray Hill","All","Latino/Hispanic",5,39,0,0,2,15.6,307
2020,"Manhattan","Gramercy Park -
Murray Hill","All","Other/Unknown",0,0,0,NA,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","All","White",7,7.9,0,0,3,3.4,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Female","All",1,1.4,0,0,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Female","Black",0,0,0,NA,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Female","Latino/Hispanic",1,15.2,0,0,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Female","Other/Unknown",0,0,0,NA,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Female","White",0,0,0,NA,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Male","All",14,22.9,0,0,9,14.8,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Male","Asian/Pacific
Islander",1,11.1,0,0,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Male","Black",2,62.4,0,0,4,124.9,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Male","Latino/Hispanic",4,64.1,0,0,2,32.1,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Male","Other/Unknown",0,0,0,NA,0,0,307
2020,"Manhattan","Gramercy Park -
Murray Hill","Male","White",7,16.9,0,0,3,7.3,307
2020,"Manhattan","Greenwich Village -
Soho","All","All",14,18.4,2,14.3,7,9.2,308
2020,"Manhattan","Greenwich Village -
Soho","All","Asian/Pacific
Islander",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","All","Black",5,285.3,1,20,2,114.1,308
2020,"Manhattan","Greenwich Village -
Soho","All","Latino/Hispanic",1,17,0,0,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","All","Other/Unknown",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","All","White",8,14.7,1,12.5,5,9.2,308
2020,"Manhattan","Greenwich Village -
Soho","Female","All",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Female","Black",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Female","Latino/Hispanic",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Female","Other/Unknown",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Female","White",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Male","All",14,36.5,2,14.3,7,18.3,308
2020,"Manhattan","Greenwich Village -
Soho","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Male","Black",5,442.5,1,20,2,177,308
2020,"Manhattan","Greenwich Village -
Soho","Male","Latino/Hispanic",1,31.1,0,0,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Male","Other/Unknown",0,0,0,NA,0,0,308
2020,"Manhattan","Greenwich Village -
Soho","Male","White",8,29,1,12.5,5,18.1,308
2020,"Manhattan","Lower Manhattan","All","All",6,10.4,0,0,3,5.2,310
2020,"Manhattan","Lower Manhattan","All","Asian/Pacific
Islander",1,7.9,0,0,0,0,310
2020,"Manhattan","Lower Manhattan","All","Black",2,64.9,0,0,1,32.4,310
2020,"Manhattan","Lower Manhattan","All","Latino/Hispanic",1,17.4,0,0,1,17.4,310
2020,"Manhattan","Lower Manhattan","All","Other/Unknown",0,0,0,NA,1,75.2,310
2020,"Manhattan","Lower Manhattan","All","White",2,5.8,0,0,0,0,310
2020,"Manhattan","Lower Manhattan","Female","All",1,3.4,0,0,0,0,310
2020,"Manhattan","Lower Manhattan","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,310
2020,"Manhattan","Lower Manhattan","Female","Black",0,0,0,NA,0,0,310
2020,"Manhattan","Lower Manhattan","Female","Latino/Hispanic",1,33.3,0,0,0,0,310
2020,"Manhattan","Lower Manhattan","Female","Other/Unknown",0,0,0,NA,0,0,310
2020,"Manhattan","Lower Manhattan","Female","White",0,0,0,NA,0,0,310
2020,"Manhattan","Lower Manhattan","Male","All",5,17.7,0,0,3,10.6,310
2020,"Manhattan","Lower Manhattan","Male","Asian/Pacific
Islander",1,18,0,0,0,0,310
2020,"Manhattan","Lower Manhattan","Male","Black",2,126.6,0,0,1,63.3,310
2020,"Manhattan","Lower Manhattan","Male","Latino/Hispanic",0,0,0,NA,1,36.4,310
2020,"Manhattan","Lower Manhattan","Male","Other/Unknown",0,0,0,NA,1,172.7,310
2020,"Manhattan","Lower Manhattan","Male","White",2,11.3,0,0,0,0,310
2020,"Manhattan","Union Square -
Lower East Side","All","All",20,11.3,7,35,15,8.5,309
2020,"Manhattan","Union Square -
Lower East Side","All","Asian/Pacific
Islander",3,6.7,1,33.3,1,2.2,309
2020,"Manhattan","Union Square -
Lower East Side","All","Black",6,51.2,0,0,1,8.5,309
2020,"Manhattan","Union Square -
Lower East Side","All","Latino/Hispanic",7,20.7,4,57.1,6,17.7,309
2020,"Manhattan","Union Square -
Lower East Side","All","Other/Unknown",0,0,0,NA,0,0,309
2020,"Manhattan","Union Square -
Lower East Side","All","White",4,4.8,2,50,7,8.5,309
2020,"Manhattan","Union Square -
Lower East Side","Female","All",3,3.2,2,66.7,2,2.1,309
2020,"Manhattan","Union Square -
Lower East Side","Female","Asian/Pacific
Islander",1,4.1,1,100,1,4.1,309
2020,"Manhattan","Union Square -
Lower East Side","Female","Black",0,0,0,NA,0,0,309
2020,"Manhattan","Union Square -
Lower East Side","Female","Latino/Hispanic",2,10.8,1,50,1,5.4,309
2020,"Manhattan","Union Square -
Lower East Side","Female","Other/Unknown",0,0,0,NA,0,0,309
2020,"Manhattan","Union Square -
Lower East Side","Female","White",0,0,0,NA,0,0,309
2020,"Manhattan","Union Square -
Lower East Side","Male","All",17,20.3,5,29.4,13,15.5,309
2020,"Manhattan","Union Square -
Lower East Side","Male","Asian/Pacific
Islander",2,9.8,0,0,0,0,309
2020,"Manhattan","Union Square -
Lower East Side","Male","Black",6,105.4,0,0,1,17.6,309
2020,"Manhattan","Union Square -
Lower East Side","Male","Latino/Hispanic",5,32.4,3,60,5,32.4,309
2020,"Manhattan","Union Square -
Lower East Side","Male","Other/Unknown",0,0,0,NA,0,0,309
